Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-05-09,82.891,83.961,81.974,83.332,1699100,0.0,0.0
2022-05-10,83.332,84.456,81.704,83.52,2522800,0.0,0.0
2022-05-11,83.413,85.292,83.323,83.997,1635800,0.0,0.0
2022-05-12,84.105,84.303,81.983,83.269,1439100,0.0,0.0
2022-05-13,83.7,83.889,82.361,83.718,1413500,0.0,0.0
2022-05-16,83.952,84.051,82.828,83.601,1196600,0.0,0.0
2022-05-17,84.024,84.447,82.765,84.069,1389200,0.0,0.0
2022-05-18,84.411,84.429,82.99,83.44,1414800,0.0,0.0
2022-05-19,83.188,83.44,82.163,83.152,1392400,0.0,0.0
2022-05-20,83.485,83.592,82.54,83.296,2045300,0.0,0.0
2022-05-23,84.177,84.411,83.044,83.826,1176300,0.0,0.0
2022-05-24,84.024,86.146,83.583,85.876,1415500,0.0,0.0
2022-05-25,86.056,86.056,85.364,85.858,1278700,0.0,0.0
2022-05-26,86.605,86.937,86.173,86.2,1164800,0.0,0.0
2022-05-27,85.975,86.973,85.669,86.811,1116300,0.0,0.0
2022-05-31,85.867,86.344,85.013,85.588,1581300,0.0,0.0
2022-06-01,85.705,85.705,84.59,84.851,1312100,0.0,0.0
2022-06-02,85.193,85.346,83.502,84.617,2610500,0.0,0.0
2022-06-03,84.626,85.049,83.844,83.898,1615100,0.0,0.0
2022-06-06,84.186,84.545,83.511,83.754,1713800,0.0,0.0
2022-06-07,83.365,85.148,83.202,84.804,2733600,0.59,0.0
2022-06-08,84.551,84.551,83.293,83.555,2412400,0.0,0.0
2022-06-09,83.6,83.89,81.329,81.383,1094200,0.0,0.0
2022-06-10,80.56,81.429,80.216,80.75,970700,0.0,0.0
2022-06-13,79.836,80.081,77.031,77.438,1563200,0.0,0.0
2022-06-14,77.42,77.791,74.724,75.375,1544000,0.0,0.0
2022-06-15,75.873,76.542,74.497,75.339,1263900,0.0,0.0
2022-06-16,74.344,74.588,73.475,74.199,1332500,0.0,0.0
2022-06-17,74.389,74.778,72.923,73.647,2183300,0.0,0.0
2022-06-21,73.882,75.059,73.71,74.606,1576300,0.0,0.0
2022-06-22,74.289,75.855,74.289,75.357,1554700,0.0,0.0
2022-06-23,75.502,77.257,75.411,77.194,1682600,0.0,0.0
2022-06-24,77.538,80.09,77.194,79.547,3015300,0.0,0.0
2022-06-27,79.257,80.75,79.058,80.506,1748500,0.0,0.0
2022-06-28,80.859,81.8,80.587,81.076,1628100,0.0,0.0
2022-06-29,81.248,81.673,80.479,81.112,1302400,0.0,0.0
2022-06-30,80.397,82.297,80.397,81.764,2035200,0.0,0.0
2022-07-01,82.089,83.619,81.754,83.419,2232100,0.0,0.0
